@relation OPENJPA_TESTING_3.arff
@attribute SIZE numeric
@attribute LOC_ADDED numeric
@attribute MAX_LOC_ADDED numeric
@attribute AVG_LOC_ADDED numeric
@attribute LOC_DELETED numeric
@attribute MAX_LOC_DELETED numeric
@attribute AVG_LOC_DELETED numeric
@attribute CHURN numeric
@attribute MAX_CHURN numeric
@attribute AVG_CHURN numeric
@attribute FIXED_DEFECTS numeric
@attribute NUMBER_OF_COMMITS numeric
@attribute NUMBER_OF_AUTHORS numeric
@attribute IS_BUGGY {'True', 'False'}
@data
37,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
100,10,7,3.3333333333333335,3,1,3.3333333333333335,7,6,2.3333333333333335,0,3,3,False
36,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
56,57,52,28.5,1,1,28.5,56,52,28.0,0,2,1,False
53,54,53,27.0,1,1,27.0,53,53,26.5,0,2,1,False
35,37,35,12.333333333333334,2,1,12.333333333333334,35,35,11.666666666666666,0,3,1,False
53,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
38,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
38,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
37,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
48,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
73,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
42,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
43,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
275,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
42,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
188,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
588,23,23,23.0,28,28,23.0,5,5,5.0,0,1,1,False
31,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
38,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
107,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
160,8,4,2.6666666666666665,4,2,2.6666666666666665,4,3,1.3333333333333333,0,3,3,False
37,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
43,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
37,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
198,15,15,15.0,3,3,15.0,12,12,12.0,0,1,1,False
253,30,17,10.0,1,1,10.0,29,17,9.666666666666666,0,3,1,False
60,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
62,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
64,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
38,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
948,105,63,35.0,50,33,35.0,57,30,19.0,2,3,2,False
156,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
129,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
32,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
776,136,65,22.666666666666668,39,17,22.666666666666668,99,48,16.5,1,6,2,True
112,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
82,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
414,68,68,68.0,14,14,68.0,54,54,54.0,0,1,1,False
172,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
184,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
338,8,8,8.0,4,4,8.0,4,4,4.0,0,1,1,True
509,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
38,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
46,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
163,9,7,4.5,4,2,4.5,5,5,2.5,0,2,2,False
714,1,1,1.0,4,4,1.0,3,3,3.0,0,1,1,False
121,17,17,17.0,0,0,17.0,17,17,17.0,0,1,1,False
4866,109,42,18.166666666666668,193,143,18.166666666666668,190,137,31.666666666666668,0,6,4,True
78,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
45,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
1371,4,4,4.0,45,45,4.0,41,41,41.0,0,1,1,False
212,16,16,16.0,0,0,16.0,16,16,16.0,0,1,1,False
185,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
481,4,4,4.0,4,4,4.0,0,0,0.0,0,1,1,False
650,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
437,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
134,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
202,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
821,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
50,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
198,17,17,17.0,9,9,17.0,8,8,8.0,0,1,1,False
946,9,9,9.0,5,5,9.0,4,4,4.0,0,1,1,True
596,5,5,5.0,3,3,5.0,2,2,2.0,0,1,1,False
85,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
83,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
73,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
89,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
76,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
736,2,2,2.0,3,3,2.0,1,1,1.0,1,1,1,True
91,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
353,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
363,2,2,2.0,2,2,2.0,0,0,0.0,0,1,1,True
717,3,3,3.0,3,3,3.0,0,0,0.0,0,1,1,True
903,30,23,15.0,17,10,15.0,13,13,6.5,0,2,2,False
41,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
43,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
82,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
65,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
409,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
214,2,2,2.0,1,1,2.0,1,1,1.0,1,1,1,False
43,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
111,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
262,4,4,4.0,0,0,4.0,4,4,4.0,0,1,1,False
41,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
739,12,8,4.0,4,2,4.0,8,6,2.6666666666666665,0,3,3,False
55,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
127,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
499,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
110,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
107,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
313,1,1,1.0,0,0,1.0,1,1,1.0,0,1,1,False
42,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
495,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
84,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
39,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
94,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
93,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
91,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
38,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
94,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
93,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
93,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
79,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
68,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
62,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
121,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
192,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
284,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
57,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
31,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
2156,8,4,2.6666666666666665,3,1,2.6666666666666665,5,3,1.6666666666666667,0,3,3,False
70,13,10,6.5,5,3,6.5,8,8,4.0,0,2,2,False
51,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
80,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
43,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
357,9,8,4.5,2,1,4.5,7,7,3.5,0,2,2,False
230,26,21,13.0,6,4,13.0,20,19,10.0,0,2,1,False
230,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
39,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
73,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
857,4,4,4.0,1,1,4.0,3,3,3.0,0,1,1,True
3143,115,102,38.333333333333336,16,7,38.333333333333336,105,95,35.0,1,3,2,True
441,15,14,7.5,12,11,7.5,3,3,1.5,0,2,1,False
426,1,1,1.0,1,1,1.0,0,0,0.0,0,1,1,False
322,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
62,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
73,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
40,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
67,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
138,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
39,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
66,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
66,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
345,18,18,18.0,9,9,18.0,9,9,9.0,0,1,1,True
140,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
70,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
516,36,33,18.0,5,3,18.0,31,31,15.5,0,2,1,True
42,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
41,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
97,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
72,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
93,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
58,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
70,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
58,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
83,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
33,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
65,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
46,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
46,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
79,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
92,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
84,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
199,19,11,6.333333333333333,7,4,6.333333333333333,12,11,4.0,0,3,2,False
76,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
85,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
71,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
32,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
85,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
45,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
45,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
52,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
44,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
71,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
41,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
41,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
40,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
82,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
33,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
409,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
64,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
49,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
92,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
89,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
60,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
57,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
41,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
41,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
728,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
71,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
69,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
75,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
41,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
41,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
72,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
50,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
79,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
71,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
53,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
53,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
41,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
41,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
40,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
57,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
42,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
62,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
68,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
39,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
70,29,25,14.5,4,4,14.5,25,25,12.5,0,2,1,False
126,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
54,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
49,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
43,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
41,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
62,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
66,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
63,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
39,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
70,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
41,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
65,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
42,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
57,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
58,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
81,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
69,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
68,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
121,4,4,4.0,0,0,4.0,4,4,4.0,0,1,1,False
60,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
73,5,5,5.0,0,0,5.0,5,5,5.0,0,1,1,False
56,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
70,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
1696,8,6,4.0,1,1,4.0,7,5,3.5,0,2,2,True
79,2,2,2.0,1,1,2.0,1,1,1.0,0,1,1,False
161,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
34,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
878,120,36,13.333333333333334,48,12,13.333333333333334,74,26,8.222222222222221,5,9,3,True
352,24,19,12.0,10,5,12.0,14,14,7.0,0,2,2,False
120,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
2338,42,33,8.4,18,8,8.4,32,25,6.4,0,5,4,True
129,4,4,4.0,0,0,4.0,4,4,4.0,0,1,1,False
466,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
350,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
2061,94,59,13.428571428571429,22,10,13.428571428571429,76,59,10.857142857142858,1,7,4,True
84,10,10,10.0,5,5,10.0,5,5,5.0,0,1,1,False
117,9,9,9.0,5,5,9.0,4,4,4.0,0,1,1,False
92,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
232,36,19,12.0,22,10,12.0,14,9,4.666666666666667,0,3,3,False
428,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
257,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
32,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
92,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
153,6,6,6.0,0,0,6.0,6,6,6.0,0,1,1,False
62,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
36,1,1,1.0,0,0,1.0,1,1,1.0,0,1,1,False
1939,103,73,14.714285714285714,12,3,14.714285714285714,91,70,13.0,0,7,4,False
348,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
130,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
140,3,3,3.0,0,0,3.0,3,3,3.0,0,1,1,False
52,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
280,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
277,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
371,11,9,5.5,4,2,5.5,7,7,3.5,0,2,2,True
92,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
305,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
460,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
145,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
125,125,125,125.0,0,0,125.0,125,125,125.0,0,1,1,False
122,235,111,58.75,2,2,58.75,233,111,58.25,0,4,1,False
123,464,119,92.8,111,111,92.8,353,119,70.6,0,5,1,False
235,1,1,1.0,1,1,1.0,0,0,0.0,0,1,1,False
427,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
527,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
577,38,18,9.5,17,7,9.5,21,13,5.25,3,4,4,True
107,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
67,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
638,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
43,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
89,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
67,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
45,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
68,14,9,4.666666666666667,8,4,4.666666666666667,6,5,2.0,0,3,3,False
41,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
126,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
74,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
69,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
82,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
261,13,7,3.25,9,4,3.25,4,3,1.0,0,4,3,False
68,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
53,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
92,99,75,33.0,7,6,33.0,92,75,30.666666666666668,1,3,3,False
156,6,5,3.0,2,1,3.0,4,4,2.0,0,2,2,False
315,96,84,24.0,11,3,24.0,85,81,21.25,0,4,2,False
69,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
64,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
45,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
30,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
88,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
65,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
62,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
132,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
54,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
52,5,5,5.0,1,1,5.0,4,4,4.0,0,1,1,False
45,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
40,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
45,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
38,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
65,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
54,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
201,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
149,8,8,8.0,0,0,8.0,8,8,8.0,1,1,1,False
61,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
88,8,6,4.0,10,8,4.0,2,2,1.0,0,2,2,False
61,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
35,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
36,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
42,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
471,1,1,1.0,1,1,1.0,0,0,0.0,0,1,1,False
34,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
116,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
1633,90,37,15.0,91,63,15.0,51,26,8.5,1,6,4,True
47,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
285,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
94,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
36,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
209,20,15,6.666666666666667,6,3,6.666666666666667,14,12,4.666666666666667,0,3,3,False
67,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
53,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
115,1,1,1.0,1,1,1.0,0,0,0.0,0,1,1,False
59,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
54,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
65,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
201,16,11,5.333333333333333,11,7,5.333333333333333,5,4,1.6666666666666667,0,3,3,False
75,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
70,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
55,55,55,55.0,0,0,55.0,55,55,55.0,0,1,1,False
45,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
250,24,18,12.0,0,0,12.0,24,18,12.0,0,2,2,False
1022,48,34,12.0,11,4,12.0,37,30,9.25,0,4,4,True
55,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
624,36,22,12.0,19,10,12.0,17,15,5.666666666666667,0,3,3,True
74,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
73,6,4,3.0,3,2,3.0,3,3,1.5,0,2,2,False
41,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
74,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
87,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
137,9,7,4.5,4,2,4.5,5,5,2.5,0,2,2,False
211,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
148,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
125,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
396,44,22,11.0,19,9,11.0,25,13,6.25,0,4,3,False
143,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
68,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
377,6,5,3.0,2,1,3.0,4,4,2.0,1,2,2,False
32,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
145,145,145,145.0,0,0,145.0,145,145,145.0,0,1,1,False
358,370,215,123.33333333333333,12,6,123.33333333333333,358,215,119.33333333333333,1,3,3,False
222,226,189,75.33333333333333,4,4,75.33333333333333,222,189,74.0,1,3,3,False
202,205,199,102.5,3,3,102.5,202,199,101.0,1,2,2,False
47,47,47,47.0,0,0,47.0,47,47,47.0,0,1,1,False
35,35,35,35.0,0,0,35.0,35,35,35.0,0,1,1,False
91,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
170,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
36,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
153,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
103,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
794,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
589,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
120,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
772,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
456,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
670,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
272,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
161,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
295,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
89,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
1291,2,2,2.0,1,1,2.0,1,1,1.0,0,1,1,True
92,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
272,4,4,4.0,2,2,4.0,2,2,2.0,0,1,1,False
140,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
115,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
130,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
111,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
32,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
51,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
365,16,13,8.0,6,3,8.0,10,10,5.0,0,2,2,False
94,3,3,3.0,1,1,3.0,2,2,2.0,0,1,1,False
193,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
94,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
331,6,5,3.0,2,1,3.0,4,4,2.0,0,2,2,False
103,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
187,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
622,14,10,7.0,6,4,7.0,8,8,4.0,0,2,2,False
199,37,26,12.333333333333334,15,9,12.333333333333334,22,21,7.333333333333333,0,3,3,False
92,22,12,7.333333333333333,9,4,7.333333333333333,13,8,4.333333333333333,0,3,3,False
189,40,21,10.0,13,6,10.0,27,18,6.75,1,4,3,True
52,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
59,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
108,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
87,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
74,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
113,31,21,10.333333333333334,16,8,10.333333333333334,15,14,5.0,0,3,3,False
56,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
63,8,7,4.0,3,2,4.0,5,5,2.5,0,2,2,False
42,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
